URL;"ETA Number";Version;"Date of issue";"Trade Name";"Generic type and use";"Holder of assesment";"Holder Address";"Holder Postal Code";"Holder City";"Holder Country";"Issuing TAB";"Reference number";"EU Decisioin number(OJEU)";System
https://www.eota.eu/etassessments/2436;11/0017;1;10/09/2015;"Arras CF Angle Brackets";"Three-dimensional nailing plates used as an EAD";"Arras Construction Furniture OÜ";"Tähetorni 100A";11625;Talinn;Estonia;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/3610;11/0024;4;16/08/2023;"Eurotec Hold Downs";"Screws for timber constructions";"E.u.r.o. Tec GmbH";"Unter dem Hofe 5";D-58099;Hagen;Germany;ETA-DK;"EAD 130118-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/8731;11/0027;2;01/01/2019;"fischer Power-Fast screws and fischer construction screws";"Screws for use in timber constructions";"fischerwerke GmbH & Co. KG";"Klaus-Fischer-Straße 1";DE-72178;Waldachtal;Germany;ETA-DK;"EAD 130118-00-0603";1997/0176/EC;3
https://www.eota.eu/etassessments/11974;11/0030;6;30/09/2024;"Rotho Blaas Self-tapping screws and threaded rods";"Screws and threaded rods for use in timber constructions";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"EAD 130118-01-0603";1997/0176/EC;3
https://www.eota.eu/etassessments/3699;11/0036;2;08/08/2016;"GH TOP UV Connectors";"Three-dimensional nailing plate used as an EAD";"GH-Baubeschläge GmbH 3";"Austraße 34";D-73235;Weilheim/Teck;;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/6150;11/0056;2;13/01/2018;"Hold-downs type WI 3";"Three Dimensional Nailing Plates used as an EAD";"Metal Forming s.r.o.";"Mánesova 154/16";40753;Jiříkov;"Czech Republic";TZUS;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/6149;11/0057;2;13/01/2018;"Úhelník typ WI 4 with (m. R.) and without (o. R.) rib";"Three Dimensional Nailing Plates used as an EAD";"Metal Forming s.r.o.";"Mánesova 154/16";40753;Jiříkov;"Czech Republic";TZUS;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/377;11/0086;1;25/01/2015;"Rotho Blaas WHT hold downs and angle brackets";"Three Dimensional Nailing Plates used as an EAD";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/3736;11/0097;1;02/07/2016;"Angle brackets ,Angle brackets with a rib, Angle brackets with a two ribs";"Three-dimensional nailing plate used as an EAD";"UAB “METALISTAS LT“";"Šermukšnių g. 19,";LT-35113;Panevezys;Lithuania;SPSC;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/1306;11/0098;2;10/12/2013;"Joist Hangers: 45x96x2, 45x137x2, 51x93x2, 51x135x2, 60x100x2, 76x120x2, 80x120x2, 100x140x2, 45x96x2, 45x167x2, 51x105x2, 51x164x2, 63x158x2, 80x120x2, 100x140x2, some with interior flanges";"Three-dimensional nailing plate (Joist hangers for timber to timber, timber to concrete, or timber to steel connections";"UAB METALISTAS LT";"Sermuksni str. 19,";LT-35113;Panevzys;Lithuania;SPSC;"ETAG 015 used as EAD";1997/638/EC;1
https://www.eota.eu/etassessments/3737;11/0099;1;02/07/2016;"Purlin tie:- 170 × 2 (D) right and 170× 2 (K) left;- 210 × 2 (D) right and 210× 2 (K) left;- 250 × 2 (D) right and 250× 2 (K) left";"Three Dimensional Nailing plates used as an EAD";"UAB “METALISTAS LT“";"Šermukšnių g. 19,";LT-35113;Panevezys;Lithuania;SPSC;"ETAG 015 used as EAD";1997/0638/EC
